OBJECTID,longitude,latitude
21093,94.97215967357106,5.7921059833889466
21682,94.97409149999834,5.7932304407083945
21099,95.01157981216136,5.754969944872599
41716,95.01185424953074,5.755670403521624
21349,95.01347466067405,5.755399568013534
21346,95.01360367817857,5.756103646587591
21095,95.01494957074851,5.714101352050476
21096,95.01692384281378,5.715775528491859
21344,95.03360940415865,5.671648708719711
21098,95.03552452458476,5.764295563030353
21250,95.03668800101309,5.739570892598081
21094,95.03672897193258,5.6709256612364545
21345,95.03808682476827,5.671801138019338
21353,95.03885054946255,5.672071551219408
21257,95.0427616977573,5.703352909433894
21258,95.04443337903014,5.696697255334847
21251,95.04523801832333,5.733955640563773
21263,95.04891501352668,5.672424542598248
21259,95.04919056811428,5.696646288840647
21262,95.04927025759638,5.6746297533826935
21252,95.04939138022299,5.727774579584014
21347,95.05071761810046,5.623712348685225
21253,95.05087958143764,5.722415191704921
21348,95.05120020945961,5.625023332181205
21264,95.05201032601222,5.671739389817842
21256,95.05318796772316,5.710003213586579
21260,95.05442021271887,5.691771236175327
21255,95.05595907023778,5.712373687593731
21097,95.0563969104589,5.753937570746643
21266,95.05773669136963,5.652253638374603
21117,95.0581214044127,5.608058129837179
21350,95.05828329331791,5.608710846297373
21261,95.05886572637574,5.684077561799605
21118,95.0594527742508,5.609898122144806
21254,95.05970669600309,5.7160922019857425
21351,95.0606154484944,5.610033317033899
21119,95.06157223461524,5.610989008409113
21120,95.06170718770043,5.613961713238429
21265,95.0631838324353,5.670089033653656
21248,95.06380253880474,5.737698694665609
21131,95.06388567476061,5.658255819990958
21136,95.06544211057022,5.652777036332107
21249,95.06547959163484,5.741180050388032
21116,95.0673398553962,5.633477150157559
21247,95.06973599818133,5.731511644346639
21246,95.0719250604728,5.725021599433594
21238,95.07219379258595,5.667388075068505
21245,95.07398154950177,5.722537363467243
21237,95.07424288445132,5.666710957370182
21343,95.0752853249751,5.668675674918275
21244,95.07656113850011,5.722898190177497
21236,95.07745401660334,5.664000949785315
21243,95.07887750610432,5.720928096818149
21685,95.08133444416107,5.667193774907268
21130,95.09057673485995,5.66717386388072
21239,95.09893808080675,5.667000824132665
21129,95.10902453065992,5.66379316315359
41704,95.11089070118084,6.058260128574306
21242,95.11115734290087,5.701117404857625
41703,95.11215060791515,6.058372290623997
41711,95.11376505497189,6.062882672691067
41712,95.11389414975856,6.062578388379697
41710,95.11426181228913,6.062595039579043
41709,95.11441191219902,6.0617293667172865
41706,95.11452129123296,6.0599192705047
41707,95.11517978474416,6.059410302872368
41708,95.11525290772724,6.05986904131382
21683,95.11631781291891,6.073768612297727
41705,95.11671816404211,6.055505008083942
21686,95.11927588096829,5.668988918993678
21115,95.12662457417117,5.599761878079534
21234,95.13166353862484,5.625337932521471
21241,95.13237508994168,5.672592593647793
21240,95.14025063378418,5.668772720106758
21235,95.141046029694,5.605120352386303
21232,95.14202955497703,5.651490379759798
21233,95.14342887586734,5.644866470167939
21211,95.14581034885344,5.59530544693499
21121,95.15044547998397,5.552051865268371
21212,95.15327047977974,5.594838729194876
21231,95.15345064142105,5.656044890008842
21207,95.15560037072308,5.5543230730798285
21230,95.157742221571,5.644930817529815
21114,95.15839775810124,5.657982782820139
21229,95.15889339211695,5.642289893199171
21214,95.15914016457941,5.59811467911777
21228,95.159551093241,5.639315932604582
21213,95.16224604137653,5.5986463978000724
21216,95.1643301247689,5.600473386970512
21227,95.16498575250206,5.6394773747121105
21215,95.16634038712617,5.600749265110159
21226,95.16648386761094,5.635209664647221
21217,95.16672296237225,5.602766172783832
21123,95.16751929589093,5.563140326875656
21122,95.1683976025213,5.5562277182829725
21128,95.16875760253737,5.642154449786612
21225,95.17035652656635,5.630708259977311
21218,95.17191331123125,5.607053687630399
21224,95.17212779665452,5.6246133360119615
21124,95.18023870703466,5.573784514641596
21219,95.18063136942092,5.608376130070196
21223,95.18434955456075,5.615640305606297
21220,95.18721208590075,5.607890842754876
21208,95.18801946052463,5.575906505577002
21209,95.19049997345576,5.57578047016545
21222,95.191315721202,5.6072085930951285
21221,95.19251529405017,5.605429637195016
21127,95.1989118726092,5.579314801263779
21210,95.19970494282629,5.578239494819156
21427,95.20357969056734,5.31281881797933
21684,95.20466975961759,5.277425178114546
21428,95.2065179525299,5.308717374187739
21435,95.20726598515466,5.305690827835837
21436,95.2073638482654,5.306421298964242
21429,95.20890344419999,5.30411943018276
21206,95.21402814069874,5.554157737794556
21352,95.2153269158629,5.579015099883754
21125,95.21588410045287,5.580217426495485
21437,95.2180632784048,5.351562299763108
21126,95.21870368778562,5.578544988395077
21426,95.2199348953901,5.311985088388202
21432,95.22563406963336,5.485535194985428
21145,95.22670143286386,5.569272712824237
21434,95.22682687167794,5.346300244549112
21425,95.22852383527534,5.393915966780494
21132,95.22857318697139,5.881073722704329
21430,95.22878188054587,5.495937305810999
21440,95.22929573849999,5.288234360500013
21431,95.22963741703752,5.492679660340084
21438,95.23111942271895,5.434333851564861
21338,95.2401531758596,5.888321979483832
21337,95.24067888586747,5.885387696927927
21433,95.24092003702235,5.346791844294977
21336,95.24173007391613,5.884592637060715
21335,95.24215877419753,5.884989502735818
21334,95.24295542763399,5.884775954194599
21205,95.24328341010226,5.550074012912941
21333,95.24488474573592,5.882253824525599
21332,95.24747565602006,5.880861346311756
21331,95.24774175730316,5.878550067093542
21113,95.24962890068991,5.564519418112744
21330,95.25018584329403,5.879640407451703
21340,95.25219065178811,5.848521252910328
21203,95.25291351550027,5.549675901229308
21204,95.2532604745,5.548763848999982
21100,95.25383580315783,5.894912429409349
21329,95.25402163662515,5.878235226275432
21341,95.25538168706117,5.845588716681227
21328,95.25544254110297,5.875468893564672
21439,95.25632249460149,5.231974732168821
21327,95.25633764360583,5.8744026700563285
21326,95.25677746637884,5.872958111544542
21202,95.25689846122245,5.548403263517313
21101,95.25765009567387,5.88172257219055
21342,95.25924587332689,5.839398038133091
21325,95.26078718435436,5.872166631923798
21320,95.26416582457935,5.860745792287088
21201,95.26434318529326,5.54843110341165
21324,95.26473069336045,5.872393812106463
21321,95.26577219634733,5.867819081769645
